Gene_name	S02_Normal	S03_Normal	S05_Normal	S06_Normal	S10_Normal	S02_Tumour	S03_Tumour	S05_Tumour	S06_Tumour	S10_Tumour
FOXF1	0	2	0	0	13	0	0	0	0	3
ANGPTL6	21	3	32	5	6	32	3	38	0	7
LRATD1	280	100	378	75	135	104	249	119	363	67
CEP19	0	7	38	20	7	0	25	14	34	6
FILIP1L	89	17	0	251	84	104	44	0	0	29
CNR1	0	2	23	48	52	0	26	0	0	20
SPATS2L	54	16	57	110	117	100	49	66	43	33
GMPR	304	66	109	206	210	67	31	111	0	37
LTBP2	294	594	606	1024	840	1123	1047	576	530	208
BEND6	40	1	0	23	9	11	0	31	0	10
NPIPB9	24	0	0	1	10	0	0	0	0	2
TMTC4	98	14	0	50	76	72	21	54	47	46
DHRSX	7	11	0	35	32	0	0	15	0	3
TBC1D19	134	19	82	41	58	121	23	68	1	21
RBP4	0	5	27	27	87	9	0	0	0	0
CAAP1	210	56	125	101	220	117	50	117	41	127
TECRL	0	0	0	0	0	0	12	0	0	0
KEL	0	0	0	0	0	0	0	0	0	9
MLLT3	250	149	192	274	445	278	263	467	240	157
TUBGCP4	21	41	69	126	131	62	55	74	0	45
TBCC	150	25	54	82	115	70	49	60	33	102
KLHL26	34	34	13	83	34	81	124	10	102	47
PPP1R1A	64	18	155	4	117	7	0	29	0	0
ST20-MTHFS	206	126	170	115	246	321	393	239	284	239
PCNT	17	19	45	39	25	12	6	112	38	15
C1QB	633	231	796	447	618	403	261	349	112	254
PBX4	38	21	19	45	77	117	118	146	151	56
INSYN2B	0	5	0	12	1	9	0	0	0	3
CAPN2	292	72	215	385	450	485	226	291	243	97
PGAM4	97	24	142	62	85	140	97	158	60	34
MUSK	23	9	0	0	2	0	0	0	0	1
PPP1R37	205	79	27	119	243	114	84	124	39	99
PPA2	419	228	257	335	565	344	241	279	63	235
CCDC18	67	20	34	21	51	47	23	17	28	50
LMBR1L	82	26	57	60	46	132	10	107	0	23
NHLH2	0	0	0	0	0	0	0	0	0	0
PTH2R	15	0	0	12	3	102	1	81	0	143
CNGA3	0	0	0	4	0	18	0	0	0	1
EPB41L5	171	54	73	111	190	181	27	29	0	59
TMEM229A	0	0	0	0	0	0	0	0	0	0
ACSF2	73	134	171	87	172	33	19	65	35	14
ARMC9	140	14	104	87	48	31	22	18	0	43
CDC14A	122	37	182	32	164	33	106	62	0	55
GALNT17	22	1	0	17	13	0	6	11	0	9
TRERF1	263	119	253	194	238	493	322	490	196	285
LINC00649	0	10	0	5	10	0	0	0	0	6
DKK2	53	67	74	220	126	38	54	33	0	3
SHANK3	201	95	184	264	179	358	462	378	227	66
USP29	0	0	0	0	0	0	0	0	0	1
COL17A1	5833	2190	3459	11219	7201	21785	23186	14068	13784	10938
ANGEL1	156	67	144	108	141	246	178	353	154	140
TTC17	62	23	23	13	34	35	3	7	0	1
HIPK3	421	102	247	220	427	420	154	398	83	259
MPP5	190	73	108	115	248	259	126	177	120	174
THEGL	0	0	0	5	0	13	0	0	0	0
CBLN4	0	0	0	0	0	0	0	0	0	0
PSMB6	203	55	65	76	257	147	24	84	0	112
CAMLG	106	49	40	62	73	134	39	104	102	38
GPSM1	162	38	192	171	105	245	96	243	98	33
KCNJ10	0	0	0	0	0	0	8	0	0	0
SLIT3	2758	591	1601	8815	3360	857	112	154	49	202
ZDHHC17	693	225	470	401	489	885	790	713	120	374
ACTR1A	1097	353	677	1714	1917	1265	446	607	473	1289
EFNA4	187	177	244	238	388	303	263	157	96	175
CYP4F11	0	8	0	0	0	0	0	0	0	0
MYF5	0	0	0	0	0	0	0	0	0	0
KIN	94	35	1	35	89	103	18	18	0	25
FTH1P18	0	0	0	2	0	0	0	0	0	4
SLC26A5	0	0	0	0	0	0	0	0	0	0
CLPS	0	0	0	0	0	0	0	0	0	0
NR1D2	334	63	55	237	518	321	6	56	31	143
SFMBT2	15	15	23	8	13	26	14	11	0	29
ALPK3	65	4	27	52	45	23	11	0	0	30
CFAP74	0	2	0	0	4	0	0	0	0	3
ZNF627	0	5	24	0	3	0	0	20	0	9
KIR2DS4	0	0	0	0	0	0	0	0	0	0
ERAP2	39	40	60	147	57	21	14	132	1	68
UPK3B	10	11	41	8	7	40	24	56	0	3
MBOAT1	237	40	116	102	149	133	18	58	0	53
CST9L	5	0	0	0	0	0	0	0	0	0
CNN1	283	101	52	1357	198	208	11	23	35	8
KERA	0	0	0	0	0	0	0	0	0	0
NFIC	168	63	101	209	256	51	104	24	31	131
IRF3	297	158	349	249	406	382	292	191	95	190
HHIP	0	0	0	0	0	0	0	0	0	0
CD276	495	150	516	896	470	990	782	871	292	332
WFDC3	16	14	28	65	228	16	10	19	0	6
LETM1	278	240	190	253	476	435	141	256	56	243
CAMK4	0	0	0	0	0	0	0	0	0	0
PHRF1	311	175	206	523	551	355	435	640	87	816
MED13L	1174	374	947	868	1753	877	539	866	322	888
FAM219A	110	79	102	91	115	205	46	10	0	48
ZNF695	10	0	29	0	3	0	0	0	0	17
CYP11B1	0	0	0	0	0	0	0	0	0	0
TRIP10	1939	364	1707	1175	2063	1456	1028	1972	942	719
KIR2DS2	0	0	0	0	0	0	0	0	0	0
CCR1	61	12	57	35	98	40	5	8	0	6
OR2V2	0	0	0	0	0	0	0	0	0	6
SRARP	0	0	0	0	0	0	0	0	0	16
SH3RF2	271	50	108	172	108	209	58	142	81	77
EPHA6	0	0	0	4	2	14	11	0	0	5
AP1B1	796	432	1080	650	823	661	531	767	275	333
SIDT1	0	5	0	0	1	0	0	1	0	2
TMEM80	0	0	0	0	0	0	0	0	0	0
MRAP2	11	10	49	40	41	0	0	0	0	5
TTLL7	0	27	1	24	56	48	46	0	59	6
NLRC3	0	0	55	0	8	29	8	0	0	3
DRAXIN	0	3	0	13	56	10	6	0	57	19
BABAM2	94	28	20	74	69	88	17	21	10	19
AC110285.1	45	0	0	0	0	0	0	13	0	0
SLC45A4	258	67	171	101	217	71	68	106	0	39
GPR155	308	68	170	87	169	120	28	71	0	63
GLT8D2	109	57	23	343	169	394	52	29	0	39
RANBP3L	0	2	0	4	9	0	0	0	0	0
TBC1D17	1308	552	1333	1210	1694	1456	1150	853	597	788
MAB21L4	1	0	0	0	0	0	0	0	27	0
SPDYE5	0	0	27	13	4	0	5	0	0	4
FYCO1	675	205	649	432	776	287	294	407	164	200
INTS14	14	10	103	36	70	108	36	38	30	15
ANO4	0	4	0	0	2	0	0	0	0	2
ADD1	274	119	336	725	549	357	123	465	91	277
E4F1	130	41	63	90	123	73	24	82	0	70
CENPT	1458	433	1885	695	848	1042	1094	1039	347	184
SLC29A4	12	17	0	9	13	18	12	16	0	7
ZNF454	17	2	0	5	1	11	0	14	0	1
SP140L	286	106	507	259	456	596	285	545	110	608
MMRN1	129	47	84	90	39	8	21	37	0	21
CCDC7	0	1	0	0	5	0	0	0	0	0
TPR	604	178	446	407	761	546	161	427	190	688
MRPL41	697	528	930	900	1199	1333	945	930	692	994
PFKFB3	823	466	1008	671	1248	1538	1356	1806	1086	344
ADSS	1188	247	856	726	1468	1793	1380	1608	1048	1446
ANKRD34C	0	0	0	1	0	13	0	0	0	0
GPR183	433	170	309	387	839	474	450	402	91	194
ZNF182	174	24	39	28	48	81	10	25	0	24
SMARCC2	1160	498	448	1250	1730	965	898	913	206	1220
HSFX2	22	0	19	1	0	11	0	28	0	8
AAMDC	37	9	24	65	96	59	65	107	0	33
RNF166	71	49	83	193	203	150	57	183	67	47
SPANXC	0	0	0	0	0	0	0	0	0	0
LINGO3	7	0	0	0	0	0	0	1	0	2
KCTD21	128	47	140	210	223	268	278	184	42	165
TRAPPC5	1131	673	512	645	1186	1090	952	685	306	910
TGFB1I1	23	12	23	63	30	31	8	0	0	3
LAMB4	122	24	46	69	37	23	0	0	0	16
SMC2	42	29	134	48	88	77	72	96	70	64
SETD6	907	293	1225	378	1017	694	948	1290	415	693
NCDN	72	11	53	49	45	36	35	51	19	36
NLN	293	101	201	260	681	474	268	245	44	180
AEBP1	138	94	175	843	224	477	52	60	0	68
AP1M1	92	62	17	87	116	29	0	59	0	15
MTOR	167	85	141	96	196	76	31	68	0	165
TM2D1	369	214	205	521	569	365	395	452	203	516
EPS8L1	2657	459	1366	1175	1289	481	700	1348	1012	804
C1QTNF7	13	14	0	29	56	6	0	0	0	0
TEFM	122	41	139	60	150	179	145	151	117	100
CDIP1	0	0	21	0	12	18	15	0	0	0
FAM240A	13	0	0	4	0	0	0	0	0	0
SLC43A2	178	38	327	174	128	200	10	19	87	39
MVB12A	138	64	57	73	139	124	103	125	35	102
SPAG9	1588	442	1701	1309	1680	1567	2209	2609	1066	1509
CPSF2	1176	418	1142	1288	1915	1145	958	1011	225	926
TATDN1	66	15	119	24	35	61	37	10	1	18
ADPRH	6	24	85	58	129	57	47	137	66	38
CFAP300	12	6	0	11	10	11	10	0	0	4
EPYC	0	0	0	0	0	7	0	0	0	2
ZFX	124	11	37	72	51	112	20	31	0	35
TAF9B	150	66	96	176	200	197	73	71	1	109
PHLDA1	402	89	342	196	524	1100	491	715	249	319
NANOG	38	2	0	5	5	0	0	8	0	3
C16orf46	0	3	15	0	1	11	0	0	0	3
TKTL2	0	0	0	0	0	0	0	0	0	0
GPR176	16	7	34	52	25	72	21	14	57	50
CASP12	8	2	0	8	0	0	0	0	0	0
NAPB	127	28	253	86	57	148	112	81	4	35
ABHD12B	31	12	27	2	32	0	0	19	0	3
NR6A1	139	47	193	81	211	134	105	102	0	121
ATG101	341	237	448	534	630	622	469	584	126	720
ATG2A	59	59	85	48	98	19	84	143	0	36
PPP1R7	59	83	147	155	177	125	90	84	138	67
AFAP1L1	93	12	139	55	46	230	202	178	143	35
DEFB124	4	1	0	0	0	0	0	0	0	0
TONSL	56	16	27	25	32	49	173	141	0	50
BAG5	43	18	33	48	174	79	14	92	0	77
FHAD1	14	7	0	17	8	18	21	14	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	1
KLHL32	0	0	0	0	2	0	0	0	0	0
PLAGL2	83	29	120	47	89	44	29	29	61	34
CFAP46	12	0	0	0	0	0	0	0	0	0
GLI4	22	18	97	35	43	102	72	94	46	30
MEOX2	22	24	50	149	56	29	6	19	0	7
LONRF2	33	5	85	34	66	0	51	28	0	10
KCNIP3	37	18	24	83	39	26	13	26	66	8
TRPM6	11	4	19	10	36	18	0	30	0	12
LENG8	237	79	206	64	141	140	177	271	137	62
MTX2	50	3	0	10	34	39	0	0	0	14
HORMAD1	18	10	0	3	20	28	4	0	0	84
PIP	13	2	0	0	41	0	0	0	8	0
NDUFB8	148	117	228	152	487	407	396	626	211	138
ZMAT1	0	0	25	11	13	9	0	0	0	0
TNFSF14	0	6	48	4	6	0	0	0	0	1
AP1S3	30	12	32	22	36	78	7	11	0	11
OR4D11	0	5	0	0	18	0	6	0	0	0
NPHP4	12	2	0	16	3	0	6	0	0	0
KLHL29	82	8	79	25	49	0	11	17	0	8
KHDRBS1	441	247	536	621	997	851	462	854	487	437
QRICH2	63	23	59	30	53	76	102	89	0	41
NCF2	725	515	921	764	1613	969	537	1085	705	616
UBQLN1	444	340	607	392	1075	846	842	914	488	796
RNF20	528	145	399	237	466	463	366	310	152	340
RASSF4	219	75	622	73	139	369	173	341	53	68
DIXDC1	9	6	0	1	25	22	9	7	0	5
OR4C6	0	0	0	0	0	0	0	0	0	0
ZDHHC5	119	58	106	138	156	83	123	129	33	54
C16orf92	0	0	0	0	0	0	0	0	0	0
JMY	76	39	34	25	64	10	9	15	0	60
TPTE2	13	0	0	0	0	1	3	6	0	5
IL17F	0	0	0	0	0	0	0	0	0	1
ERN2	0	0	0	0	3	1	0	9	0	7
R3HCC1L	274	54	166	99	194	127	143	178	0	96
SCGB1D2	150	50	0	205	644	209	5	0	1	10
RASGRP2	17	22	25	46	38	33	47	61	0	9
MTMR9	66	12	39	71	72	62	24	5	0	22
SLPI	366	70	231	497	320	2427	1411	1615	617	227
MAP3K5	0	9	31	21	22	10	34	15	0	20
C1RL	0	0	0	0	1	0	0	0	0	0
RAX	0	0	0	0	0	0	0	0	0	1
SLC8A3	0	1	0	0	0	0	0	0	0	3
RHPN1	62	28	83	25	67	57	86	88	36	28
SMARCB1	195	106	215	358	371	293	288	367	220	202
ARMC2	7	8	20	10	6	5	21	0	0	7
PITX1	255	98	26	116	276	657	410	939	486	298
ARHGAP17	328	125	262	527	481	312	84	40	30	83
LRRC8A	112	14	34	152	127	197	96	137	141	38
EMC4	253	88	181	129	325	277	22	130	0	273
RAB33A	11	1	28	25	15	11	0	0	0	4
OR4D2	0	0	0	0	0	0	0	0	0	0
ZNF205	46	31	37	58	58	40	13	9	0	52
TYW3	43	18	0	83	86	58	9	42	22	64
ZBTB16	96	98	76	128	124	29	81	19	0	7
FSCB	0	1	0	0	0	0	0	0	1	0
OR4D6	0	0	0	0	0	0	0	0	0	0
PILRA	43	41	208	114	107	92	32	47	105	14
KIAA1217	301	148	588	577	312	839	382	456	111	319
ZNF587B	530	125	537	180	523	396	195	314	0	309
LCE3C	33	9	0	7	47	92	105	104	39	22
OR4D10	0	0	0	3	0	0	0	0	0	0
THUMPD3	46	14	67	55	50	0	0	20	0	26
RBFOX2	942	544	815	1526	1282	820	602	475	208	413
KRT16	9411	257	2187	4372	2978	19226	6630	7406	2218	4003
RRAGD	172	27	18	51	117	65	0	23	0	32
SLC13A4	0	0	1	7	0	0	0	0	0	0
L3MBTL4	49	13	13	25	68	0	17	32	0	15
ZFHX2	3	9	0	6	9	0	2	0	0	1
NACC1	38	10	47	20	22	11	37	59	0	13
CDH22	55	32	51	16	42	10	10	26	0	1
CNPY1	0	0	0	0	6	0	0	0	0	2
KIF21A	0	0	29	0	27	20	0	0	0	5
UGT2A1	0	6	0	7	2	0	0	0	0	0
ARHGAP44	36	12	0	13	34	5	13	32	0	4
FBXW10	15	0	0	0	0	31	0	0	0	5
TBL2	88	45	26	111	109	127	84	50	47	28
INTS6L	30	5	31	0	37	0	9	0	0	10
ICAM2	45	140	106	402	666	91	214	101	161	465
SGSM2	127	68	147	100	140	121	60	83	11	32
ABRACL	152	27	16	48	417	134	6	26	0	235
KCNMA1	89	89	166	226	135	315	192	64	1	39
ARL13B	198	32	40	137	128	86	170	240	214	131
SLC52A3	0	4	0	0	19	44	0	0	0	7
GPR88	0	4	0	0	0	0	0	26	37	1
PSD4	438	225	633	313	653	494	535	875	344	745
ERICH6B	0	0	0	0	0	0	0	0	0	2
PRSS21	13	0	0	0	15	0	0	20	0	0
ABR	1555	559	1409	1287	1405	1244	1389	1249	710	506
TMEM238	997	797	1249	658	1607	1281	1683	1483	1412	1393
WIZ	1124	398	1007	1016	1299	1668	1315	1131	1105	955
LDLRAD3	92	17	73	54	29	83	14	22	170	32
EFNB2	20	21	20	0	35	0	0	21	0	1
C4orf33	11	0	0	0	0	0	0	0	0	0
MTBP	0	0	0	0	0	0	0	0	0	0
TMEM59L	0	0	1	32	26	29	7	0	0	7
TMED4	346	150	399	280	415	268	75	106	45	68
SEMA5A	330	146	319	557	430	374	198	126	0	109
KATNB1	252	143	502	225	493	222	147	227	40	300
DHX9	54	39	57	74	56	71	53	61	77	30
C19orf84	0	0	0	0	0	0	0	0	0	0
BICDL2	143	14	0	46	67	33	91	101	303	66
RTCB	330	154	623	301	570	316	139	305	37	173
DCLK3	0	8	24	17	24	0	0	5	0	20
GAN	175	62	134	65	91	116	9	23	0	85
CYP4X1	35	9	51	35	29	0	0	0	0	10
SERINC2	98	102	123	47	140	204	412	461	210	73
KDM4E	0	0	0	0	0	0	0	0	0	0
DDT	228	199	421	210	315	354	293	182	120	90
UBOX5	28	25	0	66	43	49	66	17	0	11
TNFRSF13B	0	4	0	11	143	24	6	0	0	32
EDDM3B	0	1	0	0	0	0	0	0	0	0
CNTNAP4	0	0	0	0	2	0	24	0	0	2
DHX15	1155	402	778	754	1298	1321	606	1133	268	680
FAM72B	0	0	0	0	0	0	0	0	0	1
UQCRC1	1015	901	748	973	2661	982	737	1083	249	2385
RABEPK	218	159	326	308	436	580	201	313	95	135
PDHB	1021	523	858	647	1366	506	271	511	45	549
PDE6D	47	5	24	48	41	27	62	76	0	21
CSNK1G1	142	87	103	146	228	205	167	151	67	204
TIAM2	29	14	22	13	30	49	9	44	0	5
TMEM31	1	0	0	0	0	7	0	0	0	0
PDE7A	441	86	159	146	259	423	100	273	33	325
TRIP13	12	9	21	15	23	80	39	50	87	36
MID1IP1	84	81	168	117	137	217	237	305	68	45
DDR2	251	40	100	173	108	170	23	14	0	5
BUB3	109	23	36	55	160	111	9	143	0	150
PSMB11	0	0	0	0	0	0	0	0	0	0
SERPINB5	5322	660	639	2418	6727	6767	3162	3024	3277	4829
TIMM10	1330	1099	1072	865	1693	1382	2138	1398	386	1971
LTBP1	1210	478	537	2437	1938	2015	2666	1335	720	1286
RAD51B	132	19	18	53	102	89	103	52	45	75
PPP1R11	52	32	35	90	148	112	112	126	46	77
DBP	360	175	230	219	395	66	96	45	45	145
STARD8	188	39	201	104	107	54	13	67	0	11
FAM98C	32	0	24	8	15	30	5	0	0	3
COL23A1	0	5	0	28	15	0	0	0	0	3
LRRCC1	1	18	18	20	53	59	7	57	0	20
KLK14	20	2	0	29	38	0	24	0	0	40
TIMM13	20	23	73	70	78	153	81	46	0	34
ZNF266	194	25	55	43	155	168	81	38	0	99
PAPLN	0	4	0	0	1	5	0	5	0	2
COPS6	874	402	742	1079	1599	893	538	912	187	951
MAGEA10	0	0	0	0	0	0	0	23	0	8
PSMG4	0	0	0	2	0	0	14	22	0	1
TMED6	12	7	0	7	18	29	7	0	0	12
MRPL33	23	4	22	14	21	22	0	18	12	5
OLFML1	157	39	64	362	211	47	0	13	0	21
PALM	59	8	53	141	36	66	0	0	56	3
CSDC2	4	15	11	38	4	0	0	0	0	2
ANKRD13B	77	27	99	64	39	98	14	63	0	143
NDUFA10	736	299	175	326	1248	564	128	747	0	439
TC2N	100	23	51	59	53	142	110	77	0	37
XRRA1	93	15	23	45	113	77	22	39	0	36
RAB40A	0	0	0	0	7	0	9	0	0	0
PIGX	730	208	339	384	858	651	748	589	82	209
MTNR1A	0	0	0	0	2	0	9	0	44	0
NDUFB10	201	104	171	131	176	155	26	39	0	45
C12orf4	358	80	288	202	333	438	273	467	376	435
COMMD5	0	2	0	22	28	26	18	12	0	27
NDUFB2	26	22	0	15	41	24	38	71	83	21
MN1	15	2	0	11	7	0	4	0	0	3
TEPSIN	673	188	979	326	493	1055	1641	1701	1383	491
WWP1	81	6	52	56	72	107	28	39	0	69
TMEM44	11	3	0	6	2	6	9	0	0	3
ELANE	0	0	0	5	0	0	0	0	0	0
CNNM4	82	17	38	54	36	41	24	92	46	32
CYSLTR2	39	21	0	24	59	14	7	0	0	8
FPR1	195	110	397	365	290	471	286	376	0	110
GNAI3	26	3	16	1	49	23	5	10	0	8
VPS26A	50	16	0	48	69	77	16	25	56	49
ZMYND12	0	3	0	2	0	0	0	0	0	5
ENTR1	292	48	61	138	110	172	88	113	41	192
ABHD2	188	39	110	182	255	145	6	68	40	122
PRPS2	59	33	0	49	77	45	26	20	67	25
TSPY4	0	0	0	0	0	0	0	0	0	0
NCAM2	0	9	17	33	52	5	7	24	0	14
SLC22A17	0	0	23	0	4	25	6	0	0	0
SEMA4A	162	128	224	121	243	139	211	99	54	73
HEPACAM2	0	2	0	0	0	0	0	7	0	0
P2RX5-TAX1BP3	54	14	48	31	196	62	130	196	79	116
FAM171A2	12	6	0	0	8	0	20	10	0	0
CACNA2D4	0	8	25	14	4	32	9	0	0	0
ARHGEF35	128	34	136	159	231	124	63	31	67	95
NDUFB1	483	243	382	336	962	507	303	483	151	579
NAT14	0	0	0	1	0	8	13	0	0	2
ARSI	6	4	27	10	23	60	26	16	0	4
CDYL2	41	44	64	240	77	302	133	109	109	99
DHX37	29	15	71	32	57	30	41	75	0	37
NEK11	49	30	0	33	74	102	27	60	45	20
FXR2	21	18	34	35	40	33	48	16	0	13
DNAJC1	84	19	100	90	61	56	67	55	59	34
C17orf50	0	0	0	0	0	0	0	0	0	0
FAM170A	0	0	0	0	0	0	0	9	20	1
FSTL5	0	0	0	0	0	0	0	0	0	0
NKPD1	40	10	0	57	35	3	13	0	0	14
BRAP	188	31	178	114	199	159	32	271	0	111
DGCR6L	21	2	0	0	12	22	0	9	0	5
WDR81	144	39	221	149	98	141	132	81	87	105
GPD2	197	88	165	196	321	355	339	646	297	104
HYPM	0	0	0	0	0	0	0	0	0	0
PNPLA2	28	29	153	25	64	35	15	65	34	22
TMEM127	242	156	334	357	351	231	265	224	144	130
ERF	934	304	1365	1760	1033	1284	1025	1323	707	1222
KANK3	0	3	46	22	38	31	13	19	0	12
TIE1	46	23	2	116	77	146	46	40	0	80
FXYD5	240	159	522	606	487	489	210	220	101	95
GCN1	324	161	509	364	393	714	537	652	410	229
KLHDC1	252	116	299	153	270	337	222	282	32	76
GPR84	22	14	0	12	0	0	9	9	30	3
BTG2	190	120	472	74	210	360	608	366	130	143
LIPT1	12	1	0	0	0	0	0	0	0	0
SUCO	112	32	125	45	163	134	41	154	47	64
C19orf54	46	28	30	38	31	41	58	23	35	28
ELF1	429	159	164	489	791	401	17	4	0	182
PSG1	0	0	0	0	1	0	0	0	0	1
C9orf64	0	5	20	10	7	5	0	0	0	4
RGS7BP	0	0	33	0	0	0	0	0	0	0
ARHGEF10	90	15	69	59	48	133	34	45	0	6
DAAM1	950	184	701	503	550	261	586	702	168	291
COL6A3	4253	1400	3116	16049	6388	9518	2012	1966	532	4267
C4orf46	8	3	20	10	7	38	28	0	0	1
CST8	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1	18	9	56	102	15	97	33	41	89	26
UST	375	113	280	216	204	173	32	118	0	93
RHBDF1	105	91	319	282	99	207	211	265	110	62
EPG5	80	33	26	58	99	60	31	29	19	62
HOXD4	35	33	65	21	60	172	91	139	0	50
OR10AD1	0	0	0	0	0	0	0	0	0	1
NDUFA2	129	64	111	113	243	95	107	78	96	46
SLC6A13	0	0	0	2	0	12	0	10	0	1
LIN37	287	117	241	344	275	312	172	136	61	298
GCNT3	0	2	0	0	10	0	0	0	0	2
CADPS	9	2	0	0	1	0	0	12	0	0
EDIL3	74	32	52	232	68	156	8	0	41	32
XPO4	666	188	586	496	816	789	504	965	121	616
SMG9	84	44	132	88	135	80	56	69	0	25
CHMP1A	362	139	377	260	330	324	333	621	381	154
OR2T2	0	0	0	0	0	0	0	0	0	0
GIT2	54	24	22	40	65	57	8	47	0	6
ATP1A3	0	0	0	0	11	0	0	1	0	2
STIM2	257	84	353	171	207	239	310	216	227	168
INTS11	65	34	212	107	103	105	106	71	0	79
PLPP2	216	113	236	140	261	191	649	322	335	206
KLHDC10	284	139	204	283	315	319	68	76	0	98
LAMTOR4	111	92	276	111	126	185	100	176	114	32
SCAMP2	277	90	207	207	283	227	131	132	0	90
PDE9A	0	4	0	3	3	0	0	0	0	3
ARHGEF16	45	13	36	8	38	0	31	59	0	97
VPS53	617	154	548	506	556	431	215	432	190	445
C1orf158	0	0	0	0	31	0	0	0	0	3
REP15	15	3	0	15	6	43	70	16	0	9
CDK13	39	25	63	36	50	23	22	18	0	11
NEK3	24	2	0	25	0	9	0	0	0	1
STOX2	143	29	75	16	61	36	6	6	0	15
CCDC73	23	0	0	0	0	0	0	0	0	1
MPV17	81	15	70	109	97	114	25	20	0	44
CFAP410	60	51	99	84	123	206	118	77	66	14
PCGF1	15	14	53	46	38	40	39	16	54	11
LRTM2	0	0	0	0	0	0	0	0	0	3
TRIB2	5	2	0	21	15	19	54	52	67	8
S100A6	1922	871	2346	2744	3607	5100	2223	1879	2327	840
WDFY3	723	243	770	330	579	492	230	159	0	155
PLA2G2A	1260	1054	927	6339	4297	426	32	77	0	161
RSPO3	43	11	22	49	41	16	0	0	0	6
TNXB	132	21	86	162	123	17	0	0	0	5
AKAIN1	0	0	0	0	0	0	0	0	0	0
STC2	0	0	0	0	1	0	0	0	0	0
ACADSB	15	17	0	23	55	71	12	17	0	54
ATP2B3	0	0	0	0	0	0	0	0	0	0
ALG1	887	524	1659	1357	1756	1849	2014	1858	674	1408
HOXC4	25	0	0	5	4	14	0	0	0	0
OR2A12	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	1	0	0	1	0	0	0	0	0
KCND3	116	80	165	147	156	64	25	52	0	69
ZMAT5	27	25	159	76	51	58	82	113	137	24
TRIM56	357	177	428	392	648	535	647	852	313	568
SPINT1	998	721	1178	869	2124	726	583	962	127	772
ZNF577	0	0	0	1	0	0	0	0	0	0
LMBR1	145	46	153	107	251	73	21	96	0	51
PTPN5	10	0	51	11	11	0	0	0	0	1
ZNF22	28	12	2	22	46	51	29	31	0	20
MTRNR2L7	0	0	0	0	0	0	0	0	0	3
WNT16	171	21	85	89	102	50	26	81	0	55
ALDH3B1	53	24	103	71	52	49	10	26	33	19
METTL14	236	46	42	41	158	72	27	50	73	41
PRM2	0	0	0	0	0	0	0	0	0	0
UPF3B	8	20	14	19	53	81	6	65	20	14
KLHL8	0	6	28	12	39	9	0	0	37	3
SCLT1	100	36	108	42	76	98	39	82	0	53
GPX8	12	7	12	44	11	26	22	8	0	13
C12orf75	222	47	323	28	72	216	143	190	85	23
NPS	0	0	0	0	0	0	0	0	0	4
EID2B	0	1	0	0	4	0	4	0	0	1
RNF25	35	29	63	71	91	101	8	16	0	12
IGDCC4	0	11	79	85	43	41	0	29	0	10
Mar-09	24	6	14	21	32	16	8	38	0	7
CC2D2B	23	9	0	35	29	62	19	34	0	18
VPS25	203	130	190	199	274	238	230	158	53	174
IGSF10	21	5	0	37	22	17	0	0	0	7
RBL1	40	11	70	30	22	19	9	7	0	21
BABAM1	64	23	50	77	123	44	31	51	0	118
ADH7	0	0	0	0	0	0	0	0	0	0
CACNG7	0	0	0	0	0	0	0	0	0	2
DDX11	69	42	27	80	39	74	154	120	117	83
NAA38	0	0	0	0	0	0	0	0	0	0
ZP4	0	0	0	0	0	0	0	0	0	0
SLC4A3	148	12	54	14	47	59	29	19	30	18
TCTN2	84	33	98	66	54	33	15	17	55	39
PSMA5	220	128	465	179	444	226	96	239	1	422
CD207	167	144	103	210	384	43	57	127	88	128
OLFM1	32	20	117	70	139	47	76	27	0	23
SIX6	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0	0	1	0	0	0	0	0	0
CLEC3B	5257	1096	3975	11019	3866	837	563	416	335	145
TRIM17	0	0	0	0	0	0	0	12	0	3
TRIM33	38	18	17	63	83	71	56	222	49	135
COPG2	10	18	55	40	62	18	14	0	0	46
SPATA31E1	0	1	0	0	0	0	0	0	0	0
PLA2G3	120	2	26	74	77	14	21	0	59	14
MXI1	408	94	70	240	308	277	13	179	0	239
STRN3	0	0	0	8	0	0	0	1	0	0
IL1RAPL2	0	0	0	0	4	0	0	0	0	0
SCFD1	144	26	87	64	127	129	92	147	0	51
RHOT1	0	1	19	5	16	5	0	11	0	12
ADRA1B	0	0	0	23	0	10	0	0	0	1
JHY	69	3	0	30	10	11	0	14	0	3
KBTBD11	27	21	55	48	70	8	0	33	0	6
RRM2B	190	55	224	136	233	340	141	245	191	277
MARS2	0	5	94	6	20	9	63	26	0	12
C15orf62	10	3	0	4	0	0	0	0	0	3
CACNA1C	101	66	147	252	150	316	129	107	35	75
HOXC13	45	32	36	58	66	49	90	81	67	102
TMEM106C	229	147	493	240	272	445	450	361	160	152
CPT2	232	284	312	248	698	220	124	179	0	308
ZNF669	44	11	0	31	83	48	20	85	0	84
KCNC4	404	121	594	273	636	345	245	344	133	361
CDCP1	391	91	325	184	329	167	181	477	203	107
TMEM183A	209	54	89	12	113	152	89	22	100	101
C6orf47	674	382	1049	892	1108	1153	2137	3009	2167	1252
PJVK	35	14	30	20	25	20	28	7	0	25
